,State,County,Risk_Score,Risk_Rating,IXP_Count,Region,Regional Electricity Demand,State Emissions Level,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
2054,GA,Coffee,77.34648425071587,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2055,GA,Coffee County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2056,GA,Colquitt,81.51447661469933,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2057,GA,Colquitt County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2058,GA,Columbia,76.4556156538339,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2059,GA,Columbia County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2060,GA,Cook,60.03818008272352,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2061,GA,Cook County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2062,GA,Coweta,67.6423798918231,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2063,GA,Coweta County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2064,GA,Crawford,7.190582246261533,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2065,GA,Crawford County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2066,GA,Crisp,61.11994909322304,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2067,GA,Crisp County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2068,GA,Dade,33.85300668151447,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2069,GA,Dade County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2070,GA,Dawson,24.817053770283167,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2071,GA,Dawson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2072,GA,DeKalb County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2073,GA,Decatur,80.78269169583201,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2074,GA,Decatur County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2075,GA,Dekalb,89.62774419344576,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2076,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2077,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2078,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2079,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2080,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2081,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2082,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2083,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2084,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2085,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2086,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2087,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2088,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2089,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2090,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2091,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2092,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2093,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2094,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2095,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2096,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2097,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2098,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2099,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2100,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2101,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2102,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2103,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2104,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2105,GA,Dekalb County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2106,GA,Dodge,32.26216990136812,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2107,GA,Dodge County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2108,GA,Dooly,37.09831371301304,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2109,GA,Dooly County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2110,GA,Dougherty,79.51002227171492,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2111,GA,Dougherty County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2112,GA,Douglas,75.08749602290804,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2113,GA,Douglas County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2114,GA,Early,59.401845370664965,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2115,GA,Early County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2116,GA,Echols,4.263442570792237,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2117,GA,Echols County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2118,GA,Effingham,79.16003818008272,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2119,GA,Effingham County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2120,GA,Elbert,28.44416162901686,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2121,GA,Elbert County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2122,GA,Emanuel,58.51097677378301,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2123,GA,Emanuel County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2124,GA,Evans,63.85618835507477,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2125,GA,Evans County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2126,GA,Fannin,39.23003499840917,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2127,GA,Fannin County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2128,GA,Fayette,68.78778237352847,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2129,GA,Fayette County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2130,GA,Floyd,78.65097041043589,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2131,GA,Floyd County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2132,GA,Forsyth,81.16449252306715,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2133,GA,Forsyth County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2134,GA,Franklin,28.85777919185492,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2135,GA,Franklin County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2136,GA,Fulton,92.30034998409168,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2137,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2138,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2139,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2140,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2141,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2142,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2143,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2144,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2145,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2146,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2147,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2148,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2149,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2150,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2151,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2152,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2153,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2154,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2155,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2156,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2157,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2158,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2159,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2160,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2161,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Moderate,High,100.8,185.2,Unknown,Unknown
2162,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2163,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2164,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2165,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2166,GA,Fulton County,Unknown,Unknown,5.0,SE,Moderate,Moderate,Low,High,100.8,185.2,Unknown,Unknown
2167,GA,Fulton County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2168,GA,Gilmer,61.46993318485522,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2169,GA,Gilmer County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2170,GA,Glascock,3.372573973910277,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2171,GA,Glascock County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2172,GA,Glynn,90.80496341075404,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2173,GA,Glynn County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2174,GA,Gordon,65.98790964047089,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2175,GA,Gordon County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2176,GA,Grady,77.12376710149539,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2177,GA,Grady County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2178,GA,Greene,22.430798600063635,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2179,GA,Greene County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2180,GA,Gwinnett,91.4412981228126,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2181,GA,Gwinnett County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2182,GA,Habersham,36.430162265351576,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2183,GA,Habersham County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2184,GA,Hall,81.38720967228761,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2185,GA,Hall County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2186,GA,Hancock,6.936048361438115,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2187,GA,Hancock County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2188,GA,Haralson,23.86255170219536,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2189,GA,Haralson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2190,GA,Harris,17.467387846007,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2191,GA,Harris County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2192,GA,Hart,30.130448615972,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2193,GA,Hart County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2194,GA,Heard,12.694877505567929,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2195,GA,Heard County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2196,GA,Henry,75.97836461979,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2197,GA,Henry County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2198,GA,Houston,71.07858733693922,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2199,GA,Houston County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2200,GA,Irwin,29.81228125994273,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2201,GA,Irwin County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2202,GA,Jackson,58.44734330257716,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2203,GA,Jackson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2204,GA,Jasper,6.299713649379574,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2205,GA,Jasper County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2206,GA,Jeff Davis,46.993318485523375,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2207,GA,Jeff Davis County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2208,GA,Jefferson,41.87082405345212,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2209,GA,Jefferson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2210,GA,Jenkins,28.57142857142857,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2211,GA,Jenkins County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2212,GA,Johnson,14.062997136493795,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2213,GA,Johnson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2214,GA,Jones,13.0130448615972,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2215,GA,Jones County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2216,GA,Lamar,10.117721921730832,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2217,GA,Lamar County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2218,GA,Lanier,15.399300031816734,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2219,GA,Lanier County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2220,GA,Laurens,53.42029907731467,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2221,GA,Laurens County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2222,GA,Lee,45.81609926821508,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2223,GA,Lee County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2224,GA,Liberty,94.11390391345849,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2225,GA,Liberty County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2226,GA,Lincoln,10.435889277760102,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2227,GA,Lincoln County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2228,GA,Long,56.47470569519568,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2229,GA,Long County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2230,GA,Lowndes,81.3553929366847,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2231,GA,Lowndes County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2232,GA,Lumpkin,32.80305440661788,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2233,GA,Lumpkin County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2234,GA,Macon,28.28507795100223,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2235,GA,Macon County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2236,GA,Madison,36.04836143811645,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2237,GA,Madison County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2238,GA,Marion,4.136175628380529,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2239,GA,Marion County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2240,GA,McDuffie County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2241,GA,McIntosh County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2242,GA,Mcduffie,33.8848234171174,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2243,GA,Mcintosh,79.28730512249443,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2244,GA,Meriwether,17.78555520203627,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2245,GA,Meriwether County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2246,GA,Miller,45.56156538339168,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2247,GA,Miller County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2248,GA,Mitchell,72.82850779510022,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2249,GA,Mitchell County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2250,GA,Monroe,21.95354756601973,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2251,GA,Monroe County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2252,GA,Montgomery,15.558383709831372,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2253,GA,Montgomery County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2254,GA,Morgan,22.048997772828507,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2255,GA,Morgan County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2256,GA,Murray,60.22908049634109,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2257,GA,Murray County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2258,GA,Muscogee,69.23321667196946,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
