,County,City,State,Geog_Area_Type,Gigabit_Fiber_Coverage,Business_Density
240675,Marion County,Marion,IA,Nontribal,Moderate,Moderate
240705,Marshall County,Marshall,IA,Nontribal,Moderate,Moderate
240735,Mills County,Mills,IA,Nontribal,Good,Low
240765,Mitchell County,Mitchell,IA,Nontribal,Moderate,Low
240795,Monona County,Monona,IA,Nontribal,Limited,Low
240825,Monroe County,Monroe,IA,Nontribal,Limited,Low
240855,Montgomery County,Montgomery,IA,Nontribal,Good,Low
240885,Muscatine County,Muscatine,IA,Nontribal,Moderate,Moderate
240915,O'Brien County,O'Brien,IA,Nontribal,Limited,Low
240945,Osceola County,Osceola,IA,Nontribal,Limited,Low
240975,Page County,Page,IA,Nontribal,Excellent,Low
241005,Palo Alto County,Palo Alto,IA,Nontribal,Limited,Low
241035,Plymouth County,Plymouth,IA,Nontribal,Limited,Low
241065,Pocahontas County,Pocahontas,IA,Nontribal,Limited,Low
241095,Polk County,Polk,IA,Nontribal,Good,High
241125,Pottawattamie County,Pottawattamie,IA,Nontribal,Moderate,Moderate
241155,Poweshiek County,Poweshiek,IA,Nontribal,Good,Low
241185,Ringgold County,Ringgold,IA,Nontribal,Limited,Low
241215,Sac County,Sac,IA,Nontribal,Good,Low
241245,Scott County,Scott,IA,Nontribal,Excellent,High
241275,Shelby County,Shelby,IA,Nontribal,Limited,Low
241305,Sioux County,Sioux,IA,Nontribal,Limited,Moderate
241335,Story County,Story,IA,Nontribal,Good,Moderate
241365,Tama County,Tama,IA,Nontribal,Moderate,Low
241395,Taylor County,Taylor,IA,Nontribal,Moderate,Low
241425,Union County,Union,IA,Nontribal,Moderate,Low
241455,Van Buren County,Van Buren,IA,Nontribal,Good,Low
241485,Wapello County,Wapello,IA,Nontribal,Moderate,Moderate
241515,Warren County,Warren,IA,Nontribal,Moderate,Moderate
241545,Washington County,Washington,IA,Nontribal,Excellent,Low
241575,Wayne County,Wayne,IA,Nontribal,Good,Low
241605,Webster County,Webster,IA,Nontribal,Moderate,Moderate
241635,Winnebago County,Winnebago,IA,Nontribal,Excellent,Low
241665,Winneshiek County,Winneshiek,IA,Nontribal,Limited,Low
241695,Woodbury County,Woodbury,IA,Nontribal,Good,Moderate
241725,Worth County,Worth,IA,Nontribal,Excellent,Low
241755,Wright County,Wright,IA,Nontribal,Good,Low
241785,Allen County,Allen,KS,Nontribal,Good,Low
241815,Anderson County,Anderson,KS,Nontribal,Moderate,Low
241845,Atchison County,Atchison,KS,Nontribal,Good,Low
241875,Barber County,Barber,KS,Nontribal,Excellent,Low
241905,Barton County,Barton,KS,Nontribal,Excellent,Moderate
241935,Bourbon County,Bourbon,KS,Nontribal,Good,Low
241965,Brown County,Brown,KS,Nontribal,Good,Low
241995,Butler County,Butler,KS,Nontribal,Good,Moderate
242025,Chase County,Chase,KS,Nontribal,Good,Low
242055,Chautauqua County,Chautauqua,KS,Nontribal,Limited,Low
242085,Cherokee County,Cherokee,KS,Nontribal,Moderate,Low
242115,Cheyenne County,Cheyenne,KS,Nontribal,Limited,Low
242145,Clark County,Clark,KS,Nontribal,Excellent,Low
242175,Clay County,Clay,KS,Nontribal,Excellent,Low
242205,Cloud County,Cloud,KS,Nontribal,Excellent,Low
242235,Coffey County,Coffey,KS,Nontribal,Moderate,Low
242265,Comanche County,Comanche,KS,Nontribal,Moderate,Low
242295,Cowley County,Cowley,KS,Nontribal,Limited,Moderate
242325,Crawford County,Crawford,KS,Nontribal,Excellent,Moderate
242355,Decatur County,Decatur,KS,Nontribal,Good,Low
242385,Dickinson County,Dickinson,KS,Nontribal,Limited,Low
242415,Doniphan County,Doniphan,KS,Nontribal,Moderate,Low
242445,Douglas County,Douglas,KS,Nontribal,Moderate,High
242475,Edwards County,Edwards,KS,Nontribal,Good,Low
242505,Elk County,Elk,KS,Nontribal,Limited,Low
242535,Ellis County,Ellis,KS,Nontribal,Excellent,Moderate
242565,Ellsworth County,Ellsworth,KS,Nontribal,Good,Low
242595,Finney County,Finney,KS,Nontribal,Limited,Moderate
242625,Ford County,Ford,KS,Nontribal,Good,Moderate
242655,Franklin County,Franklin,KS,Nontribal,Moderate,Low
242685,Geary County,Geary,KS,Nontribal,Good,Moderate
242715,Gove County,Gove,KS,Nontribal,Excellent,Low
242745,Graham County,Graham,KS,Nontribal,Excellent,Low
242775,Grant County,Grant,KS,Nontribal,Excellent,Low
242805,Gray County,Gray,KS,Nontribal,Excellent,Low
242835,Greeley County,Greeley,KS,Nontribal,Limited,Low
242865,Greenwood County,Greenwood,KS,Nontribal,Limited,Low
242895,Hamilton County,Hamilton,KS,Nontribal,Excellent,Low
242925,Harper County,Harper,KS,Nontribal,Excellent,Low
242955,Harvey County,Harvey,KS,Nontribal,Good,Moderate
242985,Haskell County,Haskell,KS,Nontribal,Moderate,Low
243015,Hodgeman County,Hodgeman,KS,Nontribal,Moderate,Low
243045,Jackson County,Jackson,KS,Nontribal,Moderate,Low
243075,Jefferson County,Jefferson,KS,Nontribal,Limited,Low
243105,Jewell County,Jewell,KS,Nontribal,Excellent,Low
243135,Johnson County,Johnson,KS,Nontribal,Good,High
243165,Kearny County,Kearny,KS,Nontribal,Good,Low
243195,Kingman County,Kingman,KS,Nontribal,Moderate,Low
243225,Kiowa County,Kiowa,KS,Nontribal,Good,Low
243255,Labette County,Labette,KS,Nontribal,Moderate,Low
243285,Lane County,Lane,KS,Nontribal,Excellent,Low
243315,Leavenworth County,Leavenworth,KS,Nontribal,Moderate,Moderate
243345,Lincoln County,Lincoln,KS,Nontribal,Good,Low
243375,Linn County,Linn,KS,Nontribal,Good,Low
243405,Logan County,Logan,KS,Nontribal,Excellent,Low
243435,Lyon County,Lyon,KS,Nontribal,Excellent,Moderate
243465,McPherson County,McPherson,KS,Nontribal,Good,Moderate
243495,Marion County,Marion,KS,Nontribal,Moderate,Low
243525,Marshall County,Marshall,KS,Nontribal,Good,Low
243555,Meade County,Meade,KS,Nontribal,Good,Low
243585,Miami County,Miami,KS,Nontribal,Moderate,Moderate
243615,Mitchell County,Mitchell,KS,Nontribal,Excellent,Low
243645,Montgomery County,Montgomery,KS,Nontribal,Limited,Moderate
243675,Morris County,Morris,KS,Nontribal,Excellent,Low
243705,Morton County,Morton,KS,Nontribal,Limited,Low
243735,Nemaha County,Nemaha,KS,Nontribal,Moderate,Low
243765,Neosho County,Neosho,KS,Nontribal,Limited,Low
243795,Ness County,Ness,KS,Nontribal,Excellent,Low
243825,Norton County,Norton,KS,Nontribal,Excellent,Low
243855,Osage County,Osage,KS,Nontribal,Moderate,Low
243885,Osborne County,Osborne,KS,Nontribal,Excellent,Low
243915,Ottawa County,Ottawa,KS,Nontribal,Good,Low
243945,Pawnee County,Pawnee,KS,Nontribal,Excellent,Low
243975,Phillips County,Phillips,KS,Nontribal,Excellent,Low
244005,Pottawatomie County,Pottawatomie,KS,Nontribal,Excellent,Low
244035,Pratt County,Pratt,KS,Nontribal,Good,Low
244065,Rawlins County,Rawlins,KS,Nontribal,Limited,Low
244095,Reno County,Reno,KS,Nontribal,Excellent,Moderate
244125,Republic County,Republic,KS,Nontribal,Good,Low
244155,Rice County,Rice,KS,Nontribal,Good,Low
244185,Riley County,Riley,KS,Nontribal,Good,Moderate
244215,Rooks County,Rooks,KS,Nontribal,Excellent,Low
244245,Rush County,Rush,KS,Nontribal,Good,Low
244275,Russell County,Russell,KS,Nontribal,Excellent,Low
244305,Saline County,Saline,KS,Nontribal,Good,Moderate
244335,Scott County,Scott,KS,Nontribal,Limited,Low
244365,Sedgwick County,Sedgwick,KS,Nontribal,Good,High
244395,Seward County,Seward,KS,Nontribal,Good,Low
244425,Shawnee County,Shawnee,KS,Nontribal,Moderate,High
244455,Sheridan County,Sheridan,KS,Nontribal,Excellent,Low
244485,Sherman County,Sherman,KS,Nontribal,Limited,Low
244515,Smith County,Smith,KS,Nontribal,Excellent,Low
244545,Stafford County,Stafford,KS,Nontribal,Good,Low
244575,Stanton County,Stanton,KS,Nontribal,Good,Low
244605,Stevens County,Stevens,KS,Nontribal,Good,Low
244635,Sumner County,Sumner,KS,Nontribal,Good,Low
244665,Thomas County,Thomas,KS,Nontribal,Good,Low
244695,Trego County,Trego,KS,Nontribal,Excellent,Low
244725,Wabaunsee County,Wabaunsee,KS,Nontribal,Moderate,Low
244755,Wallace County,Wallace,KS,Nontribal,Limited,Low
244785,Washington County,Washington,KS,Nontribal,Moderate,Low
244815,Wichita County,Wichita,KS,Nontribal,Limited,Low
244845,Wilson County,Wilson,KS,Nontribal,Moderate,Low
244875,Woodson County,Woodson,KS,Nontribal,Limited,Low
244905,Wyandotte County,Wyandotte,KS,Nontribal,Limited,High
244935,Adair County,Adair,KY,Nontribal,Moderate,Low
244965,Allen County,Allen,KY,Nontribal,Excellent,Low
244995,Anderson County,Anderson,KY,Nontribal,Moderate,Low
245025,Ballard County,Ballard,KY,Nontribal,Excellent,Low
245055,Barren County,Barren,KY,Nontribal,Excellent,Moderate
245085,Bath County,Bath,KY,Nontribal,Good,Low
245115,Bell County,Bell,KY,Nontribal,Limited,Low
245145,Boone County,Boone,KY,Nontribal,Excellent,High
245175,Bourbon County,Bourbon,KY,Nontribal,Moderate,Low
245205,Boyd County,Boyd,KY,Nontribal,Good,Moderate
245235,Boyle County,Boyle,KY,Nontribal,Moderate,Moderate
245265,Bracken County,Bracken,KY,Nontribal,Limited,Low
245295,Breathitt County,Breathitt,KY,Nontribal,Good,Low
245325,Breckinridge County,Breckinridge,KY,Nontribal,Good,Low
245355,Bullitt County,Bullitt,KY,Nontribal,Moderate,Moderate
245385,Butler County,Butler,KY,Nontribal,Good,Low
245415,Caldwell County,Caldwell,KY,Nontribal,Limited,Low
245445,Calloway County,Calloway,KY,Nontribal,Moderate,Moderate
245475,Campbell County,Campbell,KY,Nontribal,Excellent,Moderate
245505,Carlisle County,Carlisle,KY,Nontribal,Excellent,Low
245535,Carroll County,Carroll,KY,Nontribal,Limited,Low
245565,Carter County,Carter,KY,Nontribal,Limited,Low
245595,Casey County,Casey,KY,Nontribal,Moderate,Low
245625,Christian County,Christian,KY,Nontribal,Moderate,Moderate
245655,Clark County,Clark,KY,Nontribal,Good,Moderate
245685,Clay County,Clay,KY,Nontribal,Good,Low
245715,Clinton County,Clinton,KY,Nontribal,Moderate,Low
245745,Crittenden County,Crittenden,KY,Nontribal,Limited,Low
245775,Cumberland County,Cumberland,KY,Nontribal,Good,Low
245805,Daviess County,Daviess,KY,Nontribal,Excellent,High
245835,Edmonson County,Edmonson,KY,Nontribal,Moderate,Low
245865,Elliott County,Elliott,KY,Nontribal,Excellent,Low
245895,Estill County,Estill,KY,Nontribal,Good,Low
245925,Fayette County,Fayette,KY,Nontribal,Excellent,High
245955,Fleming County,Fleming,KY,Nontribal,Limited,Low
245985,Floyd County,Floyd,KY,Nontribal,Limited,Moderate
246015,Franklin County,Franklin,KY,Nontribal,Excellent,Moderate
246045,Fulton County,Fulton,KY,Nontribal,Moderate,Low
246075,Gallatin County,Gallatin,KY,Nontribal,Good,Low
246105,Garrard County,Garrard,KY,Nontribal,Moderate,Low
246135,Grant County,Grant,KY,Nontribal,Good,Low
246165,Graves County,Graves,KY,Nontribal,Excellent,Moderate
246195,Grayson County,Grayson,KY,Nontribal,Good,Moderate
246225,Green County,Green,KY,Nontribal,Moderate,Low
246255,Greenup County,Greenup,KY,Nontribal,Good,Moderate
246285,Hancock County,Hancock,KY,Nontribal,Moderate,Low
246315,Hardin County,Hardin,KY,Nontribal,Good,High
246345,Harlan County,Harlan,KY,Nontribal,Limited,Moderate
246375,Harrison County,Harrison,KY,Nontribal,Limited,Low
246405,Hart County,Hart,KY,Nontribal,Excellent,Low
246435,Henderson County,Henderson,KY,Nontribal,Moderate,Moderate
246465,Henry County,Henry,KY,Nontribal,Limited,Low
246495,Hickman County,Hickman,KY,Nontribal,Excellent,Low
246525,Hopkins County,Hopkins,KY,Nontribal,Limited,Moderate
246555,Jackson County,Jackson,KY,Nontribal,Excellent,Low
246585,Jefferson County,Jefferson,KY,Nontribal,Good,High
246615,Jessamine County,Jessamine,KY,Nontribal,Good,Moderate
246645,Johnson County,Johnson,KY,Nontribal,Excellent,Low
246675,Kenton County,Kenton,KY,Nontribal,Excellent,High
246705,Knott County,Knott,KY,Nontribal,Excellent,Low
246735,Knox County,Knox,KY,Nontribal,Good,Low
246765,Larue County,Larue,KY,Nontribal,Moderate,Low
246795,Laurel County,Laurel,KY,Nontribal,Moderate,Moderate
246825,Lawrence County,Lawrence,KY,Nontribal,Excellent,Low
246855,Lee County,Lee,KY,Nontribal,Moderate,Low
246885,Leslie County,Leslie,KY,Nontribal,Moderate,Low
246915,Letcher County,Letcher,KY,Nontribal,Limited,Low
246945,Lewis County,Lewis,KY,Nontribal,Limited,Low
246975,Lincoln County,Lincoln,KY,Nontribal,Limited,Low
247005,Livingston County,Livingston,KY,Nontribal,Limited,Low
247035,Logan County,Logan,KY,Nontribal,Excellent,Low
247065,Lyon County,Lyon,KY,Nontribal,Limited,Low
247095,McCracken County,McCracken,KY,Nontribal,Limited,Moderate
247125,McCreary County,McCreary,KY,Nontribal,Excellent,Low
247155,McLean County,McLean,KY,Nontribal,Moderate,Low
247185,Madison County,Madison,KY,Nontribal,Good,Moderate
247215,Magoffin County,Magoffin,KY,Nontribal,Excellent,Low
247245,Marion County,Marion,KY,Nontribal,Moderate,Low
247275,Marshall County,Marshall,KY,Nontribal,Limited,Moderate
247305,Martin County,Martin,KY,Nontribal,Limited,Low
247335,Mason County,Mason,KY,Nontribal,Limited,Low
247365,Meade County,Meade,KY,Nontribal,Excellent,Low
247395,Menifee County,Menifee,KY,Nontribal,Excellent,Low
247425,Mercer County,Mercer,KY,Nontribal,Moderate,Low
247455,Metcalfe County,Metcalfe,KY,Nontribal,Good,Low
247485,Monroe County,Monroe,KY,Nontribal,Moderate,Low
247515,Montgomery County,Montgomery,KY,Nontribal,Moderate,Low
247545,Morgan County,Morgan,KY,Nontribal,Excellent,Low
247575,Muhlenberg County,Muhlenberg,KY,Nontribal,Limited,Moderate
247605,Nelson County,Nelson,KY,Nontribal,Moderate,Moderate
247635,Nicholas County,Nicholas,KY,Nontribal,Limited,Low
247665,Ohio County,Ohio,KY,Nontribal,Limited,Low
247695,Oldham County,Oldham,KY,Nontribal,Excellent,Moderate
247725,Owen County,Owen,KY,Nontribal,Limited,Low
247755,Owsley County,Owsley,KY,Nontribal,Excellent,Low
247785,Pendleton County,Pendleton,KY,Nontribal,Excellent,Low
247815,Perry County,Perry,KY,Nontribal,Moderate,Low
247845,Pike County,Pike,KY,Nontribal,Limited,Moderate
247875,Powell County,Powell,KY,Nontribal,Moderate,Low
247905,Pulaski County,Pulaski,KY,Nontribal,Moderate,Moderate
247935,Robertson County,Robertson,KY,Nontribal,Limited,Low
247965,Rockcastle County,Rockcastle,KY,Nontribal,Limited,Low
247995,Rowan County,Rowan,KY,Nontribal,Good,Low
248025,Russell County,Russell,KY,Nontribal,Excellent,Low
248055,Scott County,Scott,KY,Nontribal,Moderate,Moderate
248085,Shelby County,Shelby,KY,Nontribal,Limited,Moderate
248115,Simpson County,Simpson,KY,Nontribal,Excellent,Low
248145,Spencer County,Spencer,KY,Nontribal,Limited,Low
248175,Taylor County,Taylor,KY,Nontribal,Moderate,Low
248205,Todd County,Todd,KY,Nontribal,Limited,Low
248235,Trigg County,Trigg,KY,Nontribal,Limited,Low
248265,Trimble County,Trimble,KY,Nontribal,Limited,Low
248295,Union County,Union,KY,Nontribal,Moderate,Low
248325,Warren County,Warren,KY,Nontribal,Good,High
248355,Washington County,Washington,KY,Nontribal,Limited,Low
248385,Wayne County,Wayne,KY,Nontribal,Good,Low
248415,Webster County,Webster,KY,Nontribal,Limited,Low
248445,Whitley County,Whitley,KY,Nontribal,Limited,Moderate
248475,Wolfe County,Wolfe,KY,Nontribal,Excellent,Low
248505,Woodford County,Woodford,KY,Nontribal,Good,Low
248535,Acadia Parish,Acadia,LA,Nontribal,Limited,Moderate
248565,Allen Parish,Allen,LA,Nontribal,Limited,Low
248595,Ascension Parish,Ascension,LA,Nontribal,Excellent,High
248625,Assumption Parish,Assumption,LA,Nontribal,Limited,Low
248655,Avoyelles Parish,Avoyelles,LA,Nontribal,Limited,Moderate
248685,Beauregard Parish,Beauregard,LA,Nontribal,Limited,Low
248715,Bienville Parish,Bienville,LA,Nontribal,Limited,Low
248745,Bossier Parish,Bossier,LA,Nontribal,Moderate,High
248775,Caddo Parish,Caddo,LA,Nontribal,Moderate,High
248805,Calcasieu Parish,Calcasieu,LA,Nontribal,Moderate,High
248835,Caldwell Parish,Caldwell,LA,Nontribal,Moderate,Low
248865,Cameron Parish,Cameron,LA,Nontribal,Limited,Low
248895,Catahoula Parish,Catahoula,LA,Nontribal,Moderate,Low
248925,Claiborne Parish,Claiborne,LA,Nontribal,Limited,Low
248955,Concordia Parish,Concordia,LA,Nontribal,Limited,Low
248985,De Soto Parish,De Soto,LA,Nontribal,Limited,Moderate
249015,East Baton Rouge Parish,East Baton Rouge,LA,Nontribal,Moderate,High
249045,East Carroll Parish,East Carroll,LA,Nontribal,Moderate,Low
249075,East Feliciana Parish,East Feliciana,LA,Nontribal,Limited,Moderate
249105,Evangeline Parish,Evangeline,LA,Nontribal,Moderate,Moderate
249135,Franklin Parish,Franklin,LA,Nontribal,Moderate,Low
249165,Grant Parish,Grant,LA,Nontribal,Limited,Low
249195,Iberia Parish,Iberia,LA,Nontribal,Moderate,Moderate
249225,Iberville Parish,Iberville,LA,Nontribal,Moderate,Moderate
249255,Jackson Parish,Jackson,LA,Nontribal,Limited,Low
249285,Jefferson Parish,Jefferson,LA,Nontribal,Good,High
249315,Jefferson Davis Parish,Jefferson Davis,LA,Nontribal,Limited,Moderate
249345,Lafayette Parish,Lafayette,LA,Nontribal,Moderate,High
249375,Lafourche Parish,Lafourche,LA,Nontribal,Limited,Low
249405,LaSalle Parish,LaSalle,LA,Nontribal,Excellent,Low
249435,Lincoln Parish,Lincoln,LA,Nontribal,Limited,Moderate
249465,Livingston Parish,Livingston,LA,Nontribal,Moderate,High
249495,Madison Parish,Madison,LA,Nontribal,Limited,Low
249525,Morehouse Parish,Morehouse,LA,Nontribal,Moderate,Low
249555,Natchitoches Parish,Natchitoches,LA,Nontribal,Limited,Low
249585,Orleans Parish,Orleans,LA,Nontribal,Moderate,High
249615,Ouachita Parish,Ouachita,LA,Nontribal,Moderate,High
249645,Plaquemines Parish,Plaquemines,LA,Nontribal,Moderate,Low
249675,Pointe Coupee Parish,Pointe Coupee,LA,Nontribal,Limited,Low
249705,Rapides Parish,Rapides,LA,Nontribal,Moderate,High
249735,Red River Parish,Red River,LA,Nontribal,Limited,Low
249765,Richland Parish,Richland,LA,Nontribal,Moderate,Low
249795,Sabine Parish,Sabine,LA,Nontribal,Limited,Low
249825,St. Bernard Parish,St. Bernard,LA,Nontribal,Limited,Moderate
249855,St. Charles Parish,St. Charles,LA,Nontribal,Moderate,Moderate
249885,St. Helena Parish,St. Helena,LA,Nontribal,Limited,Low
249915,St. James Parish,St. James,LA,Nontribal,Limited,Low
249945,St. John the Baptist Parish,St. John the Baptist,LA,Nontribal,Moderate,Moderate
249975,St. Landry Parish,St. Landry,LA,Nontribal,Limited,Moderate
250005,St. Martin Parish,St. Martin,LA,Nontribal,Limited,Moderate
250035,St. Mary Parish,St. Mary,LA,Nontribal,Limited,Moderate
250065,St. Tammany Parish,St. Tammany,LA,Nontribal,Moderate,High
250095,Tangipahoa Parish,Tangipahoa,LA,Nontribal,Moderate,High
250125,Tensas Parish,Tensas,LA,Nontribal,Limited,Low
250155,Terrebonne Parish,Terrebonne,LA,Nontribal,Limited,Low
250185,Union Parish,Union,LA,Nontribal,Limited,Low
250215,Vermilion Parish,Vermilion,LA,Nontribal,Moderate,Moderate
250245,Vernon Parish,Vernon,LA,Nontribal,Limited,Low
250275,Washington Parish,Washington,LA,Nontribal,Limited,Moderate
250305,Webster Parish,Webster,LA,Nontribal,Limited,Moderate
250335,West Baton Rouge Parish,West Baton Rouge,LA,Nontribal,Moderate,Low
250365,West Carroll Parish,West Carroll,LA,Nontribal,Good,Low
250395,West Feliciana Parish,West Feliciana,LA,Nontribal,Limited,Low
250425,Winn Parish,Winn,LA,Nontribal,Limited,Low
250455,Androscoggin County,Androscoggin,ME,Nontribal,Moderate,High
250485,Aroostook County,Aroostook,ME,Nontribal,Limited,Moderate
250515,Cumberland County,Cumberland,ME,Nontribal,Moderate,High
250545,Franklin County,Franklin,ME,Nontribal,Limited,Moderate
250575,Hancock County,Hancock,ME,Nontribal,Limited,Moderate
250605,Kennebec County,Kennebec,ME,Nontribal,Limited,High
250635,Knox County,Knox,ME,Nontribal,Moderate,Moderate
250665,Lincoln County,Lincoln,ME,Nontribal,Limited,Moderate
250695,Oxford County,Oxford,ME,Nontribal,Limited,Moderate
250725,Penobscot County,Penobscot,ME,Nontribal,Moderate,High
250755,Piscataquis County,Piscataquis,ME,Nontribal,Good,Moderate
250785,Sagadahoc County,Sagadahoc,ME,Nontribal,Moderate,Moderate
250815,Somerset County,Somerset,ME,Nontribal,Moderate,Moderate
250845,Waldo County,Waldo,ME,Nontribal,Limited,Moderate
250875,Washington County,Washington,ME,Nontribal,Limited,Moderate
250905,York County,York,ME,Nontribal,Limited,High
250935,Allegany County,Allegany,MD,Nontribal,Limited,Moderate
250965,Anne Arundel County,Anne Arundel,MD,Nontribal,Limited,High
250995,Baltimore County,Baltimore,MD,Nontribal,Limited,High
251025,Calvert County,Calvert,MD,Nontribal,Limited,Moderate
